1708		Праздник города -- 9 мая .	[root[nsubj[Праздник][nmod[города]]][punct[--]][9][flat[мая]][punct[.]]]
1709		Сэмюэл Джонс ( Томми Ли Джонс ) надеется помириться со своей взрослой дочерью Мэгги Гелкесон ( Кейт Бланшетт ) .	[root[nsubj[Сэмюэл][flat:name[Джонс]][appos[punct[(]][Томми][flat:name[Ли]][flat:name[Джонс]][punct[)]]]][надеется][xcomp[помириться][obl[case[со]][det[своей]][amod[взрослой]][дочерью][appos[Мэгги][flat:name[Гелкесон]][appos[punct[(]][Кейт][flat:name[Бланшетт]][punct[)]]]]]][punct[.]]]
1710		Пражский симфонический оркестр ( ) -- чешский коллектив , исполняющий академическую музыку .	[root[nsubj[amod[Пражский]][amod[симфонический]][оркестр][punct[(][punct[)]]]][punct[--]][amod[чешский]][коллектив][acl[punct[,]][исполняющий][obj[amod[академическую]][музыку]]][punct[.]]]
1711		Примипил ( или -- `` первый пилуса &#39;&#39; ) -- самый высокий по рангу центурион легиона , стоявший во главе первой центурии первой когорты .	[root[nsubj[Примипил][appos[punct[(]][cc[или]][punct[--]][punct[``]][первый][nmod[пилуса]][punct[&#39;&#39;]][punct[)]]]][punct[--]][amod[amod[самый]][высокий][nmod[case[по]][рангу]]][центурион][nmod[легиона]][acl[punct[,]][стоявший][obl[case[во]][главе][nmod[amod[первой]][центурии][nmod[amod[первой]][когорты]]]]][punct[.]]]
1712		При доверительной вероятности 95 % это равно от 10,7 см до 19,1 см и эквивалентно от 4,23 до 7,53 дюймов .	[root[nmod[case[При]][amod[доверительной]][вероятности][appos[nummod:gov[95]][%]]][nsubj[это]][равно][nmod[case[от]][nummod[10,7]][см]][nmod[case[до]][nummod[19,1]][см]][conj[cc[и]][эквивалентно][nmod[case[от]][4,23]][nmod[case[до]][nummod[7,53]][дюймов]]][punct[.]]]
1713		Сопротивление бирманцам возглавлял дворянин китайского происхождения , Таксин , способный военачальник .	[root[obj[Сопротивление][iobj[бирманцам]]][возглавлял][nsubj[дворянин][nmod[amod[китайского]][происхождения]][appos[punct[,]][Таксин][punct[,]][appos[amod[способный]][военачальник]]]][punct[.]]]
1714		Всего за время военных действий Рехе потопил 10 судов общим водоизмещением 54420 брт .	[root[advmod[Всего]][obl[case[за]][время][nmod[amod[военных]][действий]]][nsubj[Рехе]][потопил][obj[nummod:gov[10]][судов][nmod[amod[общим]][водоизмещением][nmod[nummod:gov[54420]][брт]]]][punct[.]]]
1715		У представителей этой группы роз однолетние укорененные черенки имеют хорошо развитую устойчивую корневую систему и довольно сильные надземные приросты .	[root[obl[case[У]][представителей][nmod[det[этой]][группы][nmod[роз]]]][nsubj[amod[однолетние]][amod[укорененные]][черенки]][имеют][obj[amod[advmod[хорошо]][развитую]][amod[устойчивую]][amod[корневую]][систему][conj[cc[и]][amod[advmod[довольно]][сильные]][amod[надземные]][приросты]]][punct[.]]]
1716		Впервые исполненный в Париже 18 мая 1912 года , он поразил слушателей и критиков своей яркой экзотической необычностью в сочетании с импрессионистическим стилем .	[root[nsubj[acl[advmod[Впервые]][исполненный][obl[case[в]][Париже]][obl[18][flat[мая][nmod[amod[1912]][года]]]][punct[,]]][он]][поразил][obj[слушателей][conj[cc[и]][критиков]]][iobj[det[своей]][amod[яркой]][amod[экзотической]][необычностью][nmod[case[в]][сочетании][nmod[case[с]][amod[импрессионистическим]][стилем]]]][punct[.]]]
1717		Ря́бовское городско́е поселе́ние -- муниципальное образование в Тосненском районе Ленинградской области .	[root[nsubj[amod[Ря́бовское]][amod[городско́е]][поселе́ние]][punct[--]][amod[муниципальное]][образование][nmod[case[в]][amod[Тосненском]][районе][nmod[amod[Ленинградской]][области]]][punct[.]]]
1718		В 1988 году прошёл стажировку на киностудии `` Мосфильм &#39;&#39; ( руководитель стажировки Н .	[root[obl[case[В]][amod[1988]][году]][прошёл][obj[стажировку]][obl[case[на]][киностудии][appos[punct[``]][Мосфильм][punct[&#39;&#39;]]]][parataxis[punct[(]][руководитель][nmod[стажировки]][nsubj[Н]]][punct[.]]]
1719		Ро́берт Се́рант ( ; 8 июля 1982 ) -- польский футболист , защитник команды `` Хойничанка &#39;&#39; .	[root[nsubj[Ро́берт][flat:name[Се́рант]][appos[punct[(]][punct[;]][8][flat[июля][nmod[1982]]][punct[)]]]][punct[--]][amod[польский]][футболист][conj[punct[,]][защитник][nmod[команды][appos[punct[``]][Хойничанка][punct[&#39;&#39;]]]]][punct[.]]]
1720		От его имени Бержерак пишет своей кузине любовные письма в стихах , сочиняет серенады .	[root[obl[case[От]][det[его]][имени]][nsubj[Бержерак]][пишет][iobj[det[своей]][кузине]][obj[amod[любовные]][письма][nmod[case[в]][стихах]]][conj[punct[,]][сочиняет][obj[серенады]]][punct[.]]]
1721		У Скулкрафтов был литературный брак , они выпускали журнал для семейного чтения , в нём присутствовали и их собственные стихи в письмах друг к другу на протяжении многих лет .	[root[obl[case[У]][Скулкрафтов]][был][nsubj[amod[литературный]][брак]][punct[,]][parataxis[nsubj[они]][выпускали][obj[журнал][nmod[case[для]][amod[семейного]][чтения]]][parataxis[obl[punct[,]][case[в]][нём]][присутствовали][nsubj[advmod[и]][det[их]][amod[собственные]][стихи][nmod[case[в]][письмах][nmod[друг][fixed[к]][fixed[другу]]][nmod[amod[многих]][лет]]][nmod[case[на]][протяжении]]]]][punct[.]]]
1722		Такие сайты становятся недоступными уже через несколько минут после того как их упомянут на ленте новостей .	[root[nsubj[amod[Такие]][сайты]][становятся][obj[недоступными]][obl[advmod[уже]][case[через]][nummod:gov[несколько]][минут][nmod[case[после]][того][acl[mark[как]][obj[их]][упомянут][obl[case[на]][ленте][nmod[новостей]]]]]][punct[.]]]
1723		Первая полоска знаменовала собой победу русского флота в Гангутском сражении .	[root[nsubj[amod[Первая]][полоска]][знаменовала][iobj[собой]][obj[победу][nmod[amod[русского]][флота]][nmod[case[в]][amod[Гангутском]][сражении]]][punct[.]]]
1724		Дома представляли собой главным образом деревянные наземные здания срубовой конструкции , со стенами , обмазанными глиной , ямами для хозяйственных надобностей , сараями и амбарами для зерна .	[root[nsubj[Дома]][представляли][iobj[собой]][obj[obl[amod[главным]][образом]][amod[деревянные]][amod[наземные]][здания][nmod[amod[срубовой]][конструкции]][nmod[punct[,]][case[со]][стенами][acl[punct[,]][обмазанными][iobj[глиной]]][conj[punct[,]][ямами][nmod[case[для]][amod[хозяйственных]][надобностей]]][conj[punct[,]][сараями]][conj[cc[и]][амбарами][nmod[case[для]][зерна]]]]][punct[.]]]
1725		Такие движения , вступающие в конфликт с ценностями традиционной культуры , называют контркультурой .	[root[obj[amod[Такие]][движения][acl[punct[,]][вступающие][obl[case[в]][конфликт][nmod[case[с]][ценностями][nmod[amod[традиционной]][культуры]]]][punct[,]]]][называют][xcomp[контркультурой]][punct[.]]]
1726		Тан Яодун начал футбольную карьеру в клубе из родного города -- молодёжной команде ФК `` Ляонин &#39;&#39; .	[root[nsubj[Тан][flat:name[Яодун]]][начал][obj[amod[футбольную]][карьеру]][obl[case[в]][клубе][nmod[case[из]][amod[родного]][города][punct[--]]][appos[amod[молодёжной]][команде][nmod[ФК][appos[punct[``]][Ляонин][punct[&#39;&#39;]]]]]][punct[.]]]
1727		Население -- 376 человек на 2001 год .	[root[nsubj[Население]][punct[--]][nummod:gov[376]][человек][nmod[case[на]][amod[2001]][год]][punct[.]]]
1728		Торрес - де - Альканадре ( ) -- муниципалитет в Испании , входит в провинцию Уэска , в составе автономного сообщества Арагон .	[root[nsubj[Торрес][flat:foreign[punct[-]][де]][flat:foreign[punct[-]][Альканадре]][punct[(]][punct[)]]][punct[--]][муниципалитет][nmod[case[в]][Испании]][conj[punct[,]][входит][obl[case[в]][провинцию][appos[Уэска]]][obl[punct[,]][case[в]][составе][nmod[amod[автономного]][сообщества][appos[Арагон]]]]][punct[.]]]
1729		Справа расположены последователи Христа .	[root[advmod[Справа]][расположены][nsubj:pass[последователи][nmod[Христа]]][punct[.]]]
1730		Посещённые города : Токио , Фукуока , Аделаида , Мельбурн , Брисбен , Сидней , Мехико , Рио де Жанейро , Сан-Паулу , Буэнос-Айрес , Бейамон , Монреаль , Филадельфия , Нью-Йорк , Торонто , Стамбул , Тель-Авив , Франкфурт - на - Майне , Париж , Лондон .	[root[acl[Посещённые]][города][punct[:]][appos[Токио][conj[punct[,]][Фукуока]][conj[punct[,]][Аделаида]][conj[punct[,]][Мельбурн]][conj[punct[,]][Брисбен]][conj[punct[,]][Сидней]][conj[punct[,]][Мехико]][conj[punct[,]][Рио][nmod[де][nmod[Жанейро]]]][conj[punct[,]][Сан-Паулу]][conj[punct[,]][Буэнос-Айрес]][conj[punct[,]][Бейамон]][conj[punct[,]][Монреаль]][conj[punct[,]][Филадельфия]][conj[punct[,]][Нью-Йорк]][conj[punct[,]][Торонто]][conj[punct[,]][Стамбул]][conj[punct[,]][Тель-Авив]][conj[punct[,]][Франкфурт][punct[-]][nmod[case[на]][punct[-]][Майне]]][conj[punct[,]][Париж]][conj[punct[,]][Лондон]]][punct[.]]]
1731		В то время , когда Эдгар По писал `` Убийство на улице Морг &#39;&#39; , понятия детектив ещё не существовало , хотя истории , авторы которых старались продемонстрировать похожие способы распутывания загадок , уже были известны .	[root[obl[case[В]][det[то]][время]][advcl[punct[,]][advmod[когда]][nsubj[Эдгар][flat:name[По]]][писал][obj[punct[``]][Убийство][nmod[case[на]][улице][appos[Морг]]][punct[&#39;&#39;]]][punct[,]]][nsubj[понятия][appos[детектив]]][advmod[ещё]][advmod[не]][существовало][advcl[punct[,]][mark[хотя]][nsubj[истории][acl:relcl[punct[,]][nsubj[авторы][nmod[которых]]][старались][xcomp[продемонстрировать][obj[amod[похожие]][способы][nmod[распутывания][nmod[загадок]]]]][punct[,]]]][advmod[уже]][cop[были]][известны]][punct[.]]]
1732		Промышленного распространения эта идея не получила , но такие компании , как Miele и Siemens , уже выпускают бытовую технику с возможностью включения в `` умный дом &#39;&#39; .	[root[obj[amod[Промышленного]][распространения]][nsubj[det[эта]][идея]][advmod[не]][получила][conj[punct[,]][cc[но]][nsubj[det[такие]][компании][nmod[punct[,]][case[как]][Miele][conj[cc[и]][Siemens]][punct[,]]]][advmod[уже]][выпускают][obj[amod[бытовую]][технику][nmod[case[с]][возможностью][nmod[включения][nmod[case[в]][punct[``]][amod[умный]][дом][punct[&#39;&#39;]]]]]]][punct[.]]]
1733		Отмечается четыре выпуска фотоаппаратов `` ФЭД - 2 &#39;&#39; : Первый выпуск 1955-1956 годы -- отсутствует синхроконтакт и автоспуск .	[root[Отмечается][nsubj[nummod:gov[четыре]][выпуска][nmod[фотоаппаратов][appos[punct[``]][ФЭД][nummod:entity[punct[-]][2]][punct[&#39;&#39;]]]]][punct[:]][parataxis[parataxis[amod[Первый]][выпуск][nmod[amod[1955-1956]][годы]][punct[--]]][отсутствует][nsubj[синхроконтакт][conj[cc[и]][автоспуск]]]][punct[.]]]
1734		Здесь он создал свои работы `` О природе корреальных обязательств &#39;&#39; 1859 год и академическую программу о `` Возрасте письменных источников римских юристов от Адриана до Александра в 1860 году .	[root[advmod[Здесь]][nsubj[он]][создал][obj[det[свои]][работы][appos[punct[``]][case[О]][природе][nmod[amod[корреальных]][обязательств]][punct[&#39;&#39;]]][nmod[amod[1859]][год]][conj[cc[и]][amod[академическую]][программу][appos[case[о]][punct[``]][Возрасте][nmod[amod[письменных]][источников][nmod[amod[римских]][юристов][nmod[case[от]][Адриана]][nmod[case[до]][Александра]]]]][nmod[case[в]][amod[1860]][году]]]][punct[.]]]
1735		Одновременно Фокс попытался уговорить британское правительство вывести оставшиеся войска из Новой Зеландии ( эта попытка не увенчалась успехом ) .	[root[advmod[Одновременно]][nsubj[Фокс]][попытался][xcomp[уговорить][obj[amod[британское]][правительство]][xcomp[вывести][obj[acl[оставшиеся]][войска][nmod[case[из]][amod[Новой]][Зеландии]]]]][parataxis[punct[(]][nsubj[det[эта]][попытка]][advmod[не]][увенчалась][iobj[успехом]][punct[)]]][punct[.]]]
1736		Ученые решили назвать новую теорию в честь профессора Сингу , который предложил `` граничную &#39;&#39; электронную теорию .	[root[nsubj[Ученые]][решили][xcomp[назвать][obj[amod[новую]][теорию]][obl[case[в]][честь][nmod[профессора][appos[Сингу]][acl:relcl[punct[,]][nsubj[который]][предложил][obj[amod[punct[``]][граничную][punct[&#39;&#39;]]][amod[электронную]][теорию]]]]]][punct[.]]]
1737		Один из друзей Халка знал виновных , но не рассказал ему , дабы тот обвинил в этом Иллюминатов .	[root[nsubj[Один][nmod[case[из]][друзей][nmod[Халка]]]][знал][obj[виновных]][conj[punct[,]][cc[но]][advmod[не]][рассказал][iobj[ему]][advcl[punct[,]][mark[дабы]][nsubj[тот]][обвинил][obl[case[в]][этом]][obj[Иллюминатов]]]][punct[.]]]
1738		В 1947 году окончил Университет Виргинии и получил степень бакалавра искусств по математике .	[root[obl[case[В]][amod[1947]][году]][окончил][obj[Университет][nmod[Виргинии]]][conj[cc[и]][получил][obj[степень][nmod[бакалавра][nmod[искусств]][nmod[case[по]][математике]]]]][punct[.]]]
1739		Остров скалистый , округлой формы .	[root[nsubj[Остров][nmod[amod[округлой]][формы]]][скалистый][punct[,]][punct[.]]]
1740		Он широко вовлекал в скрещивание дикорастущие и культурные растения , прошедшие самостоятельные эволюционные пути , определившие их генетическую обособленность .	[root[nsubj[Он]][advmod[широко]][вовлекал][obl[case[в]][скрещивание]][obj[amod[дикорастущие][conj[cc[и]][культурные]]][растения][acl[punct[,]][прошедшие][obj[amod[самостоятельные]][amod[эволюционные]][пути][acl[punct[,]][определившие][obj[det[их]][amod[генетическую]][обособленность]]]]]][punct[.]]]
1741		Действие романа происходит в далёком будущем , когда земляне уже колонизировали все планеты Солнечной системы .	[root[nsubj[Действие][nmod[романа]]][происходит][obl[case[в]][amod[далёком]][будущем]][advcl[punct[,]][advmod[когда]][nsubj[земляне]][advmod[уже]][колонизировали][obj[det[все]][планеты][nmod[amod[Солнечной]][системы]]]][punct[.]]]
1742		Сумма всех этих значений является настоящей чистой приведённой стоимостью , которая равна $ 8,881.52 .	[root[nsubj[Сумма][nmod[det[всех]][det[этих]][значений]]][является][xcomp[amod[настоящей]][amod[чистой]][acl[приведённой]][стоимостью][acl:relcl[punct[,]][nsubj[которая]][равна][obj[$][nummod[8,881.52]]]]][punct[.]]]
1743		Сообщалось , что после окончания Второй ливанской войны в 2006 году к Шамгару обратился премьер-министр Эхуд Ольмерт с предложением возглавить комиссию по проверке ответственности за провалы кампании , однако после отказа Шамгара на эту должность был назначен судья Элияху Виноград .	[root[Сообщалось][ccomp[punct[,]][mark[что]][obl[case[после]][окончания][nmod[amod[Второй]][amod[ливанской]][войны]][nmod[case[в]][amod[2006]][году]]][obl[case[к]][Шамгару]][обратился][nsubj[премьер-министр][appos[Эхуд][flat:name[Ольмерт]]]][obl[case[с]][предложением][acl[возглавить][obj[комиссию][nmod[case[по]][проверке][nmod[ответственности][nmod[case[за]][провалы][nmod[кампании]]]]]]]][conj[punct[,]][cc[однако]][obl[case[после]][отказа][nmod[Шамгара]]][obl[case[на]][det[эту]][должность]][aux:pass[был]][назначен][nsubj:pass[судья][appos[Элияху][flat:name[Виноград]]]]]][punct[.]]]
1744		В отсутствие Оптимуса Бамблби взял командование на себя и успешно справлялся с этим .	[root[obl[case[В]][отсутствие]][nsubj[Оптимуса][flat:name[Бамблби]]][взял][obj[командование]][obl[case[на]][себя]][conj[cc[и]][advmod[успешно]][справлялся][obl[case[с]][этим]]][punct[.]]]
1745		Вокруг лес , на северо-западе Будёновское урочище .	[root[Вокруг][nsubj[лес]][parataxis[punct[,]][case[на]][северо-западе][nsubj[amod[Будёновское]][урочище]]][punct[.]]]
1746		Обосновавшись в Майами , тщательно изучал стиль наиболее востребованных художников и пытался воспроизводить его .	[root[advcl[Обосновавшись][obl[case[в]][Майами]][punct[,]]][advmod[тщательно]][изучал][obj[стиль][nmod[amod[advmod[наиболее]][востребованных]][художников]]][conj[cc[и]][пытался][xcomp[воспроизводить][obj[его]]]][punct[.]]]
1747		Следует добавить , что позже были сняты два минисериала , рассказывающих о дальнейшей судьбе героев : `` Это Англия 86 &#39;&#39; и `` Это Англия 88 &#39;&#39; .	[root[Следует][xcomp[добавить][ccomp[punct[,]][mark[что]][advmod[позже]][aux:pass[были]][сняты][nsubj:pass[nummod:gov[два]][минисериала][acl[punct[,]][рассказывающих][obl[case[о]][amod[дальнейшей]][судьбе][nmod[героев]]]][punct[:]][appos[punct[``]][expl[Это]][Англия][nummod:entity[86]][conj[punct[&#39;&#39;]][cc[и]][punct[``]][expl[Это]][Англия][nummod:entity[88]][punct[&#39;&#39;]]]]]]][punct[.]]]
1748		12-летний Шон Филд потерял любимого отца в Фолклендской войне .	[root[nsubj[amod[12-летний]][Шон][flat:name[Филд]]][потерял][obj[amod[любимого]][отца]][obl[case[в]][amod[Фолклендской]][войне]][punct[.]]]
1749		Хиппер был вынужден отвернуть и занять место в голове немецкой колонны .	[root[nsubj:pass[Хиппер]][aux:pass[был]][вынужден][xcomp[отвернуть][conj[cc[и]][занять][obj[место][nmod[case[в]][голове][nmod[amod[немецкой]][колонны]]]]]][punct[.]]]
1750		С 1998 года , президент международного кинофестиваля для детей и молодежи в Злине .	[root[nmod[case[С]][amod[1998]][года][punct[,]]][президент][nmod[amod[международного]][кинофестиваля][nmod[case[для]][детей][conj[cc[и]][молодежи]]][nmod[case[в]][Злине]]][punct[.]]]
1751		В то же время , последняя имела очень мощную баллистику и являлась специализированным противотанковым орудием .	[root[obl[case[В]][det[то][advmod[же]]][время][punct[,]]][nsubj[последняя]][имела][obj[amod[advmod[очень]][мощную]][баллистику]][conj[cc[и]][являлась][xcomp[amod[специализированным]][amod[противотанковым]][орудием]][punct[.]]]]
1752		Огонь должен был вестись бронебойными снарядами для того чтобы пробить борт , угольный бункер и вывести из строя ходовую машину атакующего торпедного корабля .	[root[nsubj:pass[Огонь]][должен][aux:pass[был]][xcomp[вестись][iobj[amod[бронебойными]][снарядами]][obl[case[для]][того][acl[mark[чтобы]][пробить][obj[борт][conj[punct[,]][amod[угольный]][бункер]]][conj[cc[и]][вывести][obl[case[из]][строя]][obj[amod[ходовую]][машину][nmod[acl[атакующего]][amod[торпедного]][корабля]]]]]]][punct[.]]]
1753		Конфигурация включает имя проекта , его собственника и его зависимости от других проектов .	[root[nsubj[Конфигурация]][включает][obj[имя][nmod[проекта]][conj[punct[,]][det[его]][собственника]][conj[cc[и]][det[его]][зависимости][nmod[case[от]][amod[других]][проектов]]]][punct[.]]]
1754		Перелёт производил смешанный экипаж : от 890-го полка -- командир корабля Н .	[root[obj[Перелёт]][производил][nsubj[amod[смешанный]][экипаж][parataxis[punct[:]][orphan[case[от]][amod[890-го]][полка]][punct[--]][командир][nmod[корабля]][appos[Н]]]][punct[.]]]
1755		Память типа DRAM конструктивно выполняют и в виде отдельных микросхем в корпусах типа DIP , SOIC , BGA и в виде модулей памяти типа SIPP , SIMM , DIMM , RIMM .	[root[obj[Память][nmod[case[типа]][DRAM]]][advmod[конструктивно]][выполняют][obl[cc[и]][case[в]][виде][nmod[amod[отдельных]][микросхем][nmod[case[в]][корпусах][nmod[case[типа]][DIP][conj[punct[,]][SOIC]][conj[punct[,]][BGA]]]]][conj[cc[и]][case[в]][виде][nmod[модулей][nmod[памяти][nmod[case[типа]][SIPP][conj[punct[,]][SIMM]][conj[punct[,]][DIMM]][conj[punct[,]][RIMM]]]]]]][punct[.]]]
1756		Древнейшие ископаемые представители обнаружены в раннем Мелу в Ливанском янтаре .	[root[nsubj:pass[amod[Древнейшие]][amod[ископаемые]][представители]][обнаружены][obl[case[в]][amod[раннем]][Мелу]][obl[case[в]][amod[Ливанском]][янтаре]][punct[.]]]
1757		Это , вероятней всего , было из-за того , что в ранних билдах игры присутствовал режим drag racing .	[root[nsubj[Это]][advmod[punct[,]][вероятней][obl[всего]][punct[,]]][cop[было]][case[из-за]][того][acl[punct[,]][mark[что]][obl[case[в]][amod[ранних]][билдах][nmod[игры]]][присутствовал][nsubj[режим][appos[drag][flat:foreign[racing]]]]][punct[.]]]
1758		Дополнительный код образован двухсимвольным числом .	[root[nsubj:pass[amod[Дополнительный]][код]][образован][obl:agent[amod[двухсимвольным]][числом]][punct[.]]]
1759		В поддержку альбома было выпущено 2 сингла .	[root[obl[case[В]][поддержку][nmod[альбома]]][aux:pass[было]][выпущено][nsubj:pass[nummod:gov[2]][сингла]][punct[.]]]
1760		К двум сезонам сериала было выпущено 4 альбома с саундтреками , которые написал известный композитор Кэндзи Каваи .	[root[obl[case[К]][nummod[двум]][сезонам][nmod[сериала]]][aux:pass[было]][выпущено][nsubj:pass[nummod:gov[4]][альбома][nmod[case[с]][саундтреками][acl:relcl[punct[,]][obj[которые]][написал][nsubj[amod[известный]][композитор][appos[Кэндзи][flat:name[Каваи]]]]]]][punct[.]]]
1761		Релизы до 28 мая 2008 года не считались свободным программным обеспечением в связи с определенными ошибками в проекте старой лицензии Panda3D .	[root[nsubj[Релизы]][obl[case[до]][28][flat[мая][nmod[amod[2008]][года]]]][advmod[не]][считались][xcomp[amod[свободным]][amod[программным]][обеспечением]][obl[case[в]][связи][nmod[case[с]][amod[определенными]][ошибками][nmod[case[в]][проекте][nmod[amod[старой]][лицензии][appos[Panda3D]]]]]][punct[.]]]
1762		Уолд очень много путешествовал , обычно на товарных поездах , в поисках сезонных работ , часто жил как хобо .	[root[nsubj[Уолд]][advmod[advmod[очень]][много]][путешествовал][punct[,]][advmod[обычно]][obl[case[на]][amod[товарных]][поездах]][parataxis[obl[punct[,]][case[в]][поисках][nmod[amod[сезонных]][работ]]][punct[,]][advmod[часто]][жил][obl[case[как]][хобо]]][punct[.]]]
1763		Тсаркон поклялся бросить всю мощь Картахены на поиски принца .	[root[nsubj[Тсаркон]][поклялся][xcomp[бросить][obj[det[всю]][мощь][nmod[Картахены]]][obl[case[на]][поиски][nmod[принца]]]][punct[.]]]
1764		Toyota WiLL Vi выпускалась с января 2000 года по декабрь 2001 .	[root[nsubj:pass[Toyota][flat:foreign[WiLL]][appos[Vi]]][выпускалась][obl[case[с]][января][nmod[amod[2000]][года]]][obl[case[по]][декабрь][nmod[2001]]][punct[.]]]
1765		Когда жертва приближается , моллюск молниеносно бросается на неё из песка .	[root[advcl[mark[Когда]][nsubj[жертва]][приближается]][punct[,]][nsubj[моллюск]][advmod[молниеносно]][бросается][obl[case[на]][неё]][obl[case[из]][песка]][punct[.]]]
1766		Делл ( ) -- невключённая община в округе Беверхэд , штат Монтана , Соединённые Штаты Америки .	[root[nsubj[Делл][punct[(]][punct[)]]][punct[--]][amod[невключённая]][община][nmod[case[в]][округе][appos[Беверхэд][punct[,]][list[штат][appos[Монтана]]][punct[,]][list[amod[Соединённые]][Штаты][nmod[Америки]]]]][punct[.]]]
1767		Группы авторов додзинси в манге обычно называются английским термином circle ( кружок ) .	[root[nsubj[Группы][nmod[авторов][nmod[додзинси]]]][obl[case[в]][манге]][advmod[обычно]][называются][xcomp[amod[английским]][термином][appos[circle][appos[punct[(]][кружок][punct[)]]]]][punct[.]]]
1768		Наученный горьким опытом , Паскуале готов навсегда отказаться от мысли о женитьбе .	[root[acl[Наученный][obl:agent[amod[горьким]][опытом]][punct[,]]][nsubj[Паскуале]][готов][xcomp[advmod[навсегда]][отказаться][obl[case[от]][мысли][nmod[case[о]][женитьбе]]]][punct[.]]]
1769		Среди жертв Дровосека были и беременная женщина , и малолетний ребенок , зарубленный прямо на руках у матери .	[root[obl[case[Среди]][жертв][nmod[Дровосека]]][были][nsubj[cc[и]][amod[беременная]][женщина][conj[punct[,]][cc[и]][amod[малолетний]][ребенок][acl[punct[,]][зарубленный][obl[advmod[прямо]][case[на]][руках][nmod[case[у]][матери]]]]]][punct[.]]]
1770		В своей статье для альманаха Британские Писатели ( ) Нина Ауэрбах отметила , что критики не особо ценили творчество Дафны , считая её книги `` слишком легко написанными , чтобы называться литературой &#39;&#39; , однако рассказ `` Птицы &#39;&#39; был высоко оценен как критиками , так и публикой .	[root[obl[case[В]][det[своей]][статье][nmod[case[для]][альманаха][appos[amod[Британские]][Писатели][punct[(][punct[)]]]]]][nsubj[Нина][flat:name[Ауэрбах]]][отметила][ccomp[punct[,]][mark[что]][nsubj[критики]][advmod[advmod[не]][особо]][ценили][obj[творчество][nmod[Дафны]]][advcl[punct[,]][считая][obj[det[её]][книги]][xcomp[advmod[punct[``]][advmod[слишком]][легко]][написанными][xcomp[punct[,]][mark[чтобы]][называться][xcomp[литературой]]][punct[&#39;&#39;]]]][conj[punct[,]][advmod[однако]][nsubj:pass[рассказ][appos[punct[``]][Птицы][punct[&#39;&#39;]]]][aux:pass[был]][advmod[высоко]][оценен][obl:agent[cc[как]][критиками][conj[punct[,]][cc[так][fixed[и]]][публикой]]]]][punct[.]]]
1771		Генерал Денисов дал команду на прекращение действий и десант также неожиданно начал отход , как и появился , захватив пленных красноармейцев и несколько катеров .	[root[nsubj[Генерал][appos[Денисов]]][дал][obj[команду][nmod[case[на]][прекращение][nmod[действий]]]][conj[cc[и]][nsubj[десант]][advmod[также]][advmod[неожиданно]][начал][obj[отход]][conj[punct[,]][cc[как][fixed[и]]][появился]][advcl[punct[,]][захватив][obj[amod[пленных]][красноармейцев][conj[cc[и]][nummod:gov[несколько]][катеров]]]]][punct[.]]]
1772		Ерыклы , также в обиходе Зиреклы ( ) -- село в Новошешминском районе Республики Татарстан .	[root[nsubj[Ерыклы][conj[punct[,]][cc[также]][nmod[case[в]][обиходе]][Зиреклы][punct[(]][punct[)]]]][punct[--]][село][nmod[case[в]][amod[Новошешминском]][районе][nmod[Республики][appos[Татарстан]]]][punct[.]]]
1773		В озере 28 островов площадью 134 га ( 1,34 кв. км ) .	[root[nmod[case[В]][озере]][nummod:gov[28]][островов][nmod[площадью][nmod[nummod:gov[134]][га][appos[punct[(]][nummod:gov[1,34]][amod[кв.]][км][punct[)]]]]][punct[.]]]
1774		Солнце шлет нам лучи золотые ,	[root[nsubj[Солнце]][шлет][iobj[нам]][obj[лучи][amod[золотые]]][punct[,]]]
1775		Это расстраивает Сьюзен , но она соглашается , понимая важность для Тома скорейшего завершения его второй книги .	[root[nsubj[Это]][расстраивает][obj[Сьюзен]][conj[punct[,]][cc[но]][nsubj[она]][соглашается][advcl[punct[,]][понимая][obj[важность][nmod[case[для]][Тома]][nmod[amod[скорейшего]][завершения][nmod[det[его]][amod[второй]][книги]]]]]][punct[.]]]
1776		Город основан в 1958 году	[root[nsubj:pass[Город]][основан][obl[case[в]][amod[1958]][году]]]
1777		Выраженный кетоацидоз , переходящий в коматозное состояние может сопровождать клиническая картина геморрагического диатеза с развитием желудочно-кишечных кровотечений ( рвота `` кофейной гущей &#39;&#39; ) и ложного `` острого живота &#39;&#39; с положительными перитонеальными явлениями ( результат дегидратации , нарушений микроциркуляции , электролитного дисбаланса ) , исчезающими на фоне адекватной терапии .	[root[obj[amod[Выраженный]][кетоацидоз][acl[punct[,]][переходящий][obl[case[в]][amod[коматозное]][состояние]]]][может][xcomp[сопровождать]][nsubj[amod[клиническая]][картина][nmod[amod[геморрагического]][диатеза][nmod[case[с]][развитием][nmod[amod[желудочно-кишечных]][кровотечений][appos[punct[(]][рвота][nmod[punct[``]][amod[кофейной]][гущей][punct[&#39;&#39;]]][punct[)]]][conj[cc[и]][amod[ложного]][punct[``]][amod[острого]][живота][punct[&#39;&#39;]][nmod[case[с]][amod[положительными]][amod[перитонеальными]][явлениями][appos[punct[(]][результат][nmod[дегидратации][conj[punct[,]][нарушений][nmod[микроциркуляции]]][conj[punct[,]][amod[электролитного]][дисбаланса]]][punct[)]]][acl[punct[,]][исчезающими][obl[case[на]][фоне][nmod[amod[адекватной]][терапии]]]]]]]]]][punct[.]]]
